file,age,gender,race,service_test,ita,tone_bin,skin_filter_ok
8147.jpg,40-49,Female,Middle Eastern,True,-5.79,brown,1
8148.jpg,60-69,Female,Black,True,9.84,brown,1
8149.jpg,0-2,Male,White,False,-12.89,brown,1
8150.jpg,40-49,Female,East Asian,True,28.61,intermediate,1
8151.jpg,30-39,Female,White,False,53.26,light,1
8152.jpg,3-9,Female,Southeast Asian,False,27.72,tan,1
8153.jpg,3-9,Male,Black,False,-6.62,brown,1
8154.jpg,40-49,Female,Black,True,-81.8,dark,1
8155.jpg,3-9,Female,Middle Eastern,True,-90.0,dark,0
8156.jpg,40-49,Female,Indian,False,-72.88,dark,1
8157.jpg,20-29,Female,White,False,-15.52,brown,1
8158.jpg,3-9,Male,White,False,-1.6,brown,1
8159.jpg,20-29,Male,Middle Eastern,True,-42.37,dark,1
8160.jpg,20-29,Male,White,True,-51.4,dark,1
8161.jpg,20-29,Female,Black,False,-13.5,brown,1
8162.jpg,20-29,Female,Southeast Asian,False,11.96,tan,1
8163.jpg,40-49,Male,East Asian,False,-17.83,brown,1
8164.jpg,30-39,Female,Black,False,-65.61,dark,1
8165.jpg,20-29,Female,East Asian,False,-54.74,dark,1
8166.jpg,20-29,Female,East Asian,False,-37.72,dark,1
8167.jpg,40-49,Male,White,False,27.48,tan,1
8168.jpg,10-19,Male,Latino_Hispanic,False,-59.6,dark,1
8169.jpg,20-29,Female,Southeast Asian,True,-54.79,dark,1
8170.jpg,20-29,Female,Southeast Asian,True,-32.93,dark,1
8171.jpg,50-59,Male,Black,False,3.25,brown,1
8172.jpg,3-9,Female,Southeast Asian,False,6.85,brown,1
8173.jpg,more than 70,Female,Southeast Asian,False,8.01,brown,1
8174.jpg,30-39,Female,Latino_Hispanic,False,-13.11,brown,1
8175.jpg,20-29,Male,Indian,True,-1.68,brown,1
8176.jpg,10-19,Female,Indian,False,-40.25,dark,1
8177.jpg,0-2,Female,White,False,-32.22,dark,1
8178.jpg,50-59,Female,Middle Eastern,True,-14.21,brown,1
8179.jpg,60-69,Female,White,True,-41.61,dark,1
8180.jpg,60-69,Female,Latino_Hispanic,True,-48.01,dark,1
8181.jpg,30-39,Male,Latino_Hispanic,False,-36.56,dark,1
8182.jpg,30-39,Female,Latino_Hispanic,True,-14.97,brown,1
8183.jpg,3-9,Male,Southeast Asian,True,1.37,brown,1
8184.jpg,3-9,Male,Latino_Hispanic,True,5.23,brown,1
8185.jpg,50-59,Male,Black,True,11.09,tan,1
8186.jpg,10-19,Female,Black,True,-49.24,dark,1
8187.jpg,30-39,Male,Indian,True,-39.96,dark,1
8188.jpg,3-9,Female,Latino_Hispanic,False,-61.63,dark,1
8189.jpg,30-39,Male,East Asian,True,11.96,tan,1
8190.jpg,20-29,Female,Latino_Hispanic,False,-60.69,dark,1
8191.jpg,50-59,Male,Middle Eastern,False,-26.8,brown,1
8192.jpg,30-39,Female,Black,False,-47.93,dark,1
8193.jpg,3-9,Female,Latino_Hispanic,False,2.44,brown,1
8194.jpg,20-29,Male,White,True,29.21,intermediate,1
8195.jpg,3-9,Female,Black,False,-31.04,dark,1
8196.jpg,20-29,Male,Black,True,-78.96,dark,1
8197.jpg,30-39,Male,East Asian,True,42.05,light,1
8198.jpg,3-9,Female,White,True,75.34,very_light,0
8199.jpg,3-9,Male,White,False,49.86,light,1
8200.jpg,0-2,Male,Southeast Asian,False,29.84,intermediate,1
8201.jpg,30-39,Male,White,False,-16.81,brown,1
8202.jpg,40-49,Male,East Asian,True,-68.3,dark,1
8203.jpg,20-29,Female,East Asian,False,-16.39,brown,1
8204.jpg,20-29,Male,White,False,-32.51,dark,1
8205.jpg,40-49,Female,Southeast Asian,True,-8.53,brown,1
8206.jpg,10-19,Male,East Asian,True,-10.42,brown,1
8207.jpg,40-49,Female,White,True,-75.27,dark,1
8208.jpg,20-29,Male,East Asian,True,6.22,brown,1
8209.jpg,50-59,Male,Latino_Hispanic,False,-11.09,brown,1
8210.jpg,40-49,Male,Indian,False,-45.41,dark,1
8211.jpg,30-39,Female,Indian,True,-43.18,dark,1
8212.jpg,3-9,Female,Latino_Hispanic,False,-72.22,dark,1
8213.jpg,0-2,Female,Southeast Asian,True,-22.61,brown,1
8214.jpg,40-49,Male,Indian,False,37.35,intermediate,1
8215.jpg,30-39,Male,Southeast Asian,False,90.0,very_light,0
8216.jpg,10-19,Male,White,True,63.43,very_light,1
8217.jpg,3-9,Male,White,False,33.5,intermediate,1
8218.jpg,30-39,Male,Indian,False,-50.89,dark,1
8219.jpg,20-29,Male,Middle Eastern,True,-14.74,brown,1
8220.jpg,30-39,Female,White,False,-54.88,dark,1
8221.jpg,20-29,Female,Latino_Hispanic,False,48.99,light,1
8222.jpg,30-39,Male,Latino_Hispanic,False,5.75,brown,1
8223.jpg,40-49,Male,Black,True,-14.07,brown,1
8224.jpg,40-49,Male,Latino_Hispanic,False,0.47,brown,1
8225.jpg,50-59,Female,Latino_Hispanic,True,17.08,tan,1
8226.jpg,40-49,Male,Middle Eastern,False,38.97,intermediate,1
8227.jpg,20-29,Female,Indian,True,-22.73,brown,1
8228.jpg,30-39,Male,East Asian,True,12.71,tan,1
8229.jpg,3-9,Male,Indian,True,-47.4,dark,1
8230.jpg,20-29,Female,Black,True,-31.96,dark,1
8231.jpg,20-29,Male,Latino_Hispanic,False,-5.6,brown,1
8232.jpg,50-59,Male,Latino_Hispanic,False,-2.91,brown,1
8233.jpg,20-29,Male,Middle Eastern,True,22.02,tan,1
8234.jpg,10-19,Female,Middle Eastern,True,-7.64,brown,1
8235.jpg,40-49,Female,White,False,49.33,light,1
8236.jpg,40-49,Female,White,True,49.02,light,1
8237.jpg,10-19,Male,Southeast Asian,False,-28.58,brown,1
8238.jpg,60-69,Male,Middle Eastern,False,-21.88,brown,1
8239.jpg,40-49,Male,Southeast Asian,False,22.83,tan,1
8240.jpg,30-39,Female,Southeast Asian,True,-8.37,brown,1
8241.jpg,30-39,Male,Middle Eastern,True,-61.65,dark,1
8242.jpg,40-49,Male,Black,False,-90.0,dark,0
8243.jpg,30-39,Female,White,False,-66.01,dark,1
8244.jpg,20-29,Male,White,False,5.6,brown,1
8245.jpg,20-29,Female,Indian,True,-8.2,brown,1
8246.jpg,50-59,Male,Black,False,-16.14,brown,1
8247.jpg,3-9,Female,Southeast Asian,True,23.19,tan,1
8248.jpg,20-29,Female,Black,True,-58.12,dark,1
8249.jpg,30-39,Female,East Asian,True,-32.26,dark,1
8250.jpg,40-49,Male,East Asian,False,-58.79,dark,1
8251.jpg,20-29,Female,White,True,24.06,tan,1
8252.jpg,20-29,Female,East Asian,False,-62.08,dark,1
8253.jpg,20-29,Female,Southeast Asian,False,5.31,brown,1
8254.jpg,30-39,Female,Latino_Hispanic,True,50.83,light,1
8255.jpg,10-19,Female,White,True,-60.88,dark,1
8256.jpg,40-49,Male,Middle Eastern,False,-72.42,dark,1
8257.jpg,30-39,Female,White,True,-13.34,brown,1
8258.jpg,30-39,Male,White,False,11.86,tan,1
8259.jpg,30-39,Male,Southeast Asian,False,-0.26,brown,1
8260.jpg,40-49,Female,Indian,True,-48.74,dark,1
8261.jpg,3-9,Male,Indian,True,-12.58,brown,1
8262.jpg,20-29,Male,Black,True,-71.64,dark,1
8263.jpg,10-19,Male,Black,False,-66.39,dark,1
8264.jpg,10-19,Female,Black,True,4.67,brown,1
8265.jpg,10-19,Female,Southeast Asian,False,-51.23,dark,1
8266.jpg,20-29,Male,Black,True,-72.03,dark,1
8267.jpg,20-29,Female,Black,True,-82.67,dark,1
8268.jpg,40-49,Male,Indian,False,-43.64,dark,1
8269.jpg,20-29,Male,Black,True,-36.82,dark,1
8270.jpg,40-49,Male,Southeast Asian,False,-53.4,dark,1
8271.jpg,40-49,Female,White,False,37.79,intermediate,1
8272.jpg,30-39,Female,White,True,-33.48,dark,1
8273.jpg,20-29,Female,Indian,False,-29.53,brown,1
8274.jpg,20-29,Female,Southeast Asian,False,38.93,intermediate,1
8275.jpg,50-59,Male,Middle Eastern,True,5.25,brown,1
8276.jpg,10-19,Female,Latino_Hispanic,True,-17.25,brown,1
8277.jpg,30-39,Male,Black,False,-72.66,dark,1
8278.jpg,3-9,Male,Middle Eastern,True,-20.6,brown,1
8279.jpg,10-19,Female,Latino_Hispanic,False,-46.75,dark,1
8280.jpg,3-9,Female,Black,False,-44.93,dark,1
8281.jpg,20-29,Female,White,False,-10.23,brown,1
8282.jpg,20-29,Male,White,False,11.39,tan,1
8283.jpg,30-39,Male,Middle Eastern,False,-18.43,brown,1
8284.jpg,20-29,Male,Indian,True,-40.71,dark,1
8285.jpg,20-29,Female,East Asian,False,-33.76,dark,1
8286.jpg,20-29,Female,East Asian,True,55.96,very_light,1
8287.jpg,30-39,Male,Middle Eastern,False,-5.95,brown,1
8288.jpg,30-39,Female,East Asian,True,-49.46,dark,1
8289.jpg,10-19,Female,Southeast Asian,True,6.71,brown,1
8290.jpg,30-39,Male,Indian,True,-49.87,dark,1
8291.jpg,0-2,Female,Indian,False,60.0,very_light,1
8292.jpg,3-9,Female,White,False,31.84,intermediate,1
8293.jpg,more than 70,Male,Middle Eastern,False,-90.0,dark,0
8294.jpg,20-29,Male,Southeast Asian,True,-74.53,dark,1
8295.jpg,40-49,Male,Southeast Asian,False,-8.15,brown,1
8296.jpg,60-69,Male,Latino_Hispanic,False,-24.25,brown,1
8297.jpg,20-29,Female,Southeast Asian,True,-67.19,dark,1
8298.jpg,10-19,Female,Latino_Hispanic,False,-43.37,dark,1
8299.jpg,20-29,Male,Southeast Asian,False,6.32,brown,1
8300.jpg,30-39,Male,Black,False,76.03,very_light,1
8301.jpg,3-9,Female,Indian,False,-2.55,brown,1
8302.jpg,30-39,Female,White,False,-74.81,dark,1
8303.jpg,20-29,Female,White,True,76.84,very_light,1
8304.jpg,30-39,Female,Black,True,-37.3,dark,1
8305.jpg,10-19,Female,White,True,0.49,brown,1
8306.jpg,20-29,Female,White,False,-64.5,dark,1
8307.jpg,20-29,Female,Indian,False,37.0,intermediate,1
8308.jpg,10-19,Male,White,False,13.77,tan,1
8309.jpg,30-39,Male,Middle Eastern,True,-72.66,dark,1
8310.jpg,more than 70,Male,Indian,False,22.57,tan,1
8311.jpg,30-39,Male,Black,False,-81.86,dark,1
8312.jpg,10-19,Male,Southeast Asian,False,-2.71,brown,1
8313.jpg,20-29,Male,Latino_Hispanic,True,0.36,brown,1
8314.jpg,30-39,Male,Middle Eastern,True,90.0,very_light,0
8315.jpg,50-59,Female,Black,False,-66.39,dark,1
8316.jpg,0-2,Male,Latino_Hispanic,True,-20.24,brown,1
8317.jpg,30-39,Female,Black,True,15.99,tan,1
8318.jpg,40-49,Male,Indian,True,-36.39,dark,1
8319.jpg,10-19,Female,Latino_Hispanic,False,39.37,intermediate,1
8320.jpg,3-9,Female,Black,False,27.01,tan,1
8321.jpg,30-39,Male,Indian,False,-49.93,dark,1
8322.jpg,20-29,Male,Southeast Asian,False,12.56,tan,1
8323.jpg,20-29,Male,White,True,-23.39,brown,1
8324.jpg,50-59,Female,White,True,0.37,brown,1
8325.jpg,20-29,Female,East Asian,False,19.27,tan,1
8326.jpg,20-29,Male,Black,False,-75.19,dark,1
8327.jpg,20-29,Male,Black,False,-64.09,dark,1
8328.jpg,60-69,Male,East Asian,True,-36.49,dark,1
8329.jpg,10-19,Male,Latino_Hispanic,False,-74.3,dark,1
8330.jpg,20-29,Female,East Asian,False,31.08,intermediate,1
8331.jpg,3-9,Male,East Asian,False,-49.24,dark,1
8332.jpg,20-29,Female,East Asian,False,-20.76,brown,1
8333.jpg,10-19,Male,White,True,71.22,very_light,1
8334.jpg,40-49,Female,Middle Eastern,True,6.06,brown,1
8335.jpg,3-9,Male,Indian,False,-23.81,brown,1
8336.jpg,3-9,Male,Indian,False,-7.58,brown,1
8337.jpg,40-49,Male,Black,False,-48.21,dark,1
8338.jpg,50-59,Male,White,False,52.52,light,1
8339.jpg,20-29,Male,White,False,-34.67,dark,1
8340.jpg,30-39,Female,Latino_Hispanic,True,47.16,light,1
8341.jpg,20-29,Female,White,False,34.31,intermediate,1
8342.jpg,20-29,Male,Southeast Asian,True,-74.49,dark,1
8343.jpg,0-2,Male,East Asian,False,47.16,light,1
8344.jpg,20-29,Male,Middle Eastern,True,10.19,tan,1
8345.jpg,40-49,Male,Middle Eastern,True,-40.93,dark,1
8346.jpg,30-39,Male,Latino_Hispanic,False,65.65,very_light,1
8347.jpg,40-49,Female,Black,True,-41.82,dark,1
8348.jpg,0-2,Male,East Asian,False,67.29,very_light,1
8349.jpg,10-19,Male,White,True,-77.63,dark,1
8350.jpg,30-39,Male,White,False,-73.3,dark,1
8351.jpg,30-39,Male,Indian,False,-53.92,dark,1
8352.jpg,40-49,Male,Latino_Hispanic,True,8.25,brown,1
8353.jpg,60-69,Male,Middle Eastern,False,-53.92,dark,1
8354.jpg,20-29,Male,Southeast Asian,False,8.28,brown,1
8355.jpg,30-39,Male,Middle Eastern,False,46.1,light,1
8356.jpg,30-39,Female,Indian,True,-32.01,dark,1
8357.jpg,60-69,Male,White,False,13.48,tan,1
8358.jpg,20-29,Female,East Asian,False,-4.8,brown,1
8359.jpg,40-49,Female,White,False,-27.43,brown,1
8360.jpg,10-19,Female,Indian,False,33.5,intermediate,1
8361.jpg,20-29,Female,Middle Eastern,True,-40.71,dark,1
8362.jpg,20-29,Female,Latino_Hispanic,True,56.25,very_light,1
8363.jpg,3-9,Male,Southeast Asian,False,-24.58,brown,1
8364.jpg,3-9,Female,Middle Eastern,True,-62.84,dark,1
8365.jpg,40-49,Male,White,False,-50.7,dark,1
8366.jpg,30-39,Female,Latino_Hispanic,False,12.59,tan,1
8367.jpg,10-19,Male,Indian,True,-58.89,dark,1
8368.jpg,20-29,Female,Latino_Hispanic,True,9.0,brown,1
8369.jpg,30-39,Female,Latino_Hispanic,False,35.83,intermediate,1
8370.jpg,40-49,Male,Black,False,9.61,brown,1
8371.jpg,40-49,Male,Middle Eastern,False,-19.59,brown,1
8372.jpg,20-29,Male,Middle Eastern,True,3.14,brown,1
8373.jpg,30-39,Male,Middle Eastern,False,-13.77,brown,1
8374.jpg,3-9,Female,Latino_Hispanic,False,51.97,light,1
8375.jpg,30-39,Female,Southeast Asian,True,23.68,tan,1
8376.jpg,20-29,Male,Middle Eastern,True,22.22,tan,1
8377.jpg,30-39,Female,Latino_Hispanic,True,19.07,tan,1
8378.jpg,30-39,Male,Latino_Hispanic,False,-75.76,dark,1
8379.jpg,40-49,Male,East Asian,False,-70.15,dark,1
8380.jpg,3-9,Female,Latino_Hispanic,False,-35.0,dark,1
8381.jpg,30-39,Male,Indian,True,28.19,intermediate,1
8382.jpg,0-2,Male,Southeast Asian,True,81.55,very_light,1
8383.jpg,20-29,Male,Middle Eastern,True,-42.75,dark,1
8384.jpg,20-29,Male,Southeast Asian,True,-8.55,brown,1
8385.jpg,30-39,Male,White,True,-32.73,dark,1
8386.jpg,40-49,Male,Middle Eastern,False,39.81,intermediate,1
8387.jpg,30-39,Female,Indian,False,-12.89,brown,1
8388.jpg,60-69,Male,Middle Eastern,False,33.07,intermediate,1
8389.jpg,10-19,Male,Indian,True,-61.93,dark,1
8390.jpg,0-2,Male,White,False,-44.43,dark,1
8391.jpg,20-29,Male,Latino_Hispanic,True,1.68,brown,1
8392.jpg,40-49,Male,Latino_Hispanic,False,-6.22,brown,1
8393.jpg,3-9,Female,East Asian,True,32.19,intermediate,1
8394.jpg,50-59,Male,Latino_Hispanic,False,-49.97,dark,1
8395.jpg,20-29,Male,East Asian,True,-24.32,brown,1
8396.jpg,30-39,Male,White,False,-48.59,dark,1
8397.jpg,20-29,Male,White,False,1.16,brown,1
8398.jpg,10-19,Male,Indian,True,-32.84,dark,1
8399.jpg,20-29,Male,East Asian,True,-22.22,brown,1
8400.jpg,20-29,Male,Southeast Asian,True,0.39,brown,1
8401.jpg,40-49,Male,Middle Eastern,False,-21.85,brown,1
8402.jpg,20-29,Female,Black,True,-33.3,dark,1
8403.jpg,more than 70,Male,Middle Eastern,True,42.86,light,1
8404.jpg,40-49,Male,Latino_Hispanic,False,-63.5,dark,1
8405.jpg,30-39,Male,White,True,-24.83,brown,1
8406.jpg,40-49,Male,Latino_Hispanic,True,-10.49,brown,1
8407.jpg,30-39,Male,White,False,-90.0,dark,0
8408.jpg,20-29,Female,Indian,True,5.91,brown,1
8409.jpg,3-9,Male,Black,False,17.78,tan,1
8410.jpg,50-59,Male,Latino_Hispanic,False,-56.37,dark,1
8411.jpg,10-19,Male,Latino_Hispanic,False,-38.64,dark,1
8412.jpg,3-9,Female,East Asian,True,35.71,intermediate,1
8413.jpg,30-39,Female,Latino_Hispanic,True,32.17,intermediate,1
8414.jpg,30-39,Male,East Asian,True,-18.71,brown,1
8415.jpg,20-29,Female,East Asian,False,51.79,light,1
8416.jpg,30-39,Male,Indian,True,-12.17,brown,1
8417.jpg,50-59,Male,Latino_Hispanic,False,11.09,tan,1
8418.jpg,30-39,Female,East Asian,False,-25.31,brown,1
8419.jpg,30-39,Male,White,True,26.46,tan,1
8420.jpg,20-29,Male,White,True,34.46,intermediate,1
8421.jpg,20-29,Female,Black,True,3.74,brown,1
8422.jpg,30-39,Female,Indian,True,34.13,intermediate,1
8423.jpg,10-19,Male,Middle Eastern,True,-0.36,brown,1
8424.jpg,3-9,Male,East Asian,False,3.37,brown,1
8425.jpg,3-9,Male,Middle Eastern,False,-70.78,dark,1
8426.jpg,30-39,Female,White,True,-30.47,dark,1
8427.jpg,20-29,Male,Latino_Hispanic,False,-18.71,brown,1
8428.jpg,20-29,Male,White,False,-44.11,dark,1
8429.jpg,10-19,Male,Southeast Asian,False,-59.87,dark,1
8430.jpg,3-9,Male,Latino_Hispanic,False,11.45,tan,1
8431.jpg,30-39,Male,East Asian,False,69.0,very_light,1
8432.jpg,3-9,Male,East Asian,False,22.29,tan,1
8433.jpg,10-19,Male,Latino_Hispanic,True,-44.14,dark,1
8434.jpg,60-69,Male,Indian,False,-29.21,brown,1
8435.jpg,40-49,Female,Southeast Asian,False,-15.35,brown,1
8436.jpg,30-39,Male,Indian,True,32.55,intermediate,1
8437.jpg,20-29,Male,Black,False,-68.35,dark,1
8438.jpg,20-29,Female,Black,False,33.33,intermediate,1
8439.jpg,40-49,Male,Latino_Hispanic,True,32.56,intermediate,1
8440.jpg,30-39,Female,White,False,-5.6,brown,1
8441.jpg,60-69,Male,Black,True,-48.29,dark,1
8442.jpg,20-29,Male,White,True,-90.0,dark,0
8443.jpg,20-29,Female,Southeast Asian,False,1.6,brown,1
8444.jpg,50-59,Female,Indian,False,28.82,intermediate,1
8445.jpg,30-39,Female,East Asian,True,1.94,brown,1
8446.jpg,20-29,Female,East Asian,False,-27.08,brown,1
8447.jpg,30-39,Male,Middle Eastern,False,-77.91,dark,1
8448.jpg,50-59,Male,White,False,-1.2,brown,1
8449.jpg,20-29,Male,Middle Eastern,False,73.3,very_light,1
8450.jpg,50-59,Male,Latino_Hispanic,True,6.71,brown,1
8451.jpg,20-29,Male,Middle Eastern,True,-24.58,brown,1
8452.jpg,40-49,Female,White,False,-51.98,dark,1
8453.jpg,30-39,Male,Middle Eastern,True,-65.97,dark,1
8454.jpg,40-49,Female,Black,True,6.06,brown,1
8455.jpg,30-39,Female,White,False,-73.66,dark,1
8456.jpg,40-49,Male,Indian,True,-3.98,brown,1
8457.jpg,more than 70,Male,Indian,False,-29.41,brown,1
8458.jpg,20-29,Female,Indian,True,7.86,brown,1
8459.jpg,10-19,Female,White,True,-48.88,dark,1
8460.jpg,3-9,Male,Middle Eastern,False,-0.24,brown,1
8461.jpg,20-29,Male,East Asian,False,-58.21,dark,1
8462.jpg,20-29,Female,Southeast Asian,True,-17.86,brown,1
8463.jpg,40-49,Male,East Asian,False,136.05,very_light,0
8464.jpg,40-49,Female,Latino_Hispanic,False,-46.2,dark,1
8465.jpg,3-9,Male,White,False,46.83,light,1
8466.jpg,30-39,Female,White,False,11.09,tan,1
8467.jpg,30-39,Female,Southeast Asian,True,-39.42,dark,1
8468.jpg,3-9,Male,Southeast Asian,False,31.18,intermediate,1
8469.jpg,20-29,Female,East Asian,True,3.12,brown,1
8470.jpg,10-19,Male,Indian,True,-78.21,dark,1
8471.jpg,40-49,Male,Latino_Hispanic,True,9.3,brown,1
8472.jpg,3-9,Male,Black,True,-90.0,dark,0
8473.jpg,20-29,Female,Indian,False,131.99,very_light,0
8474.jpg,0-2,Male,Latino_Hispanic,False,-67.73,dark,1
8475.jpg,3-9,Female,White,True,-3.25,brown,1
8476.jpg,3-9,Male,East Asian,False,30.73,intermediate,1
8477.jpg,20-29,Male,Latino_Hispanic,True,13.14,tan,1
8478.jpg,20-29,Female,White,False,20.07,tan,1
8479.jpg,20-29,Female,East Asian,False,68.83,very_light,1
8480.jpg,3-9,Male,White,True,-48.32,dark,1
8481.jpg,40-49,Female,White,False,50.79,light,1
8482.jpg,50-59,Male,Indian,False,-14.91,brown,1
8483.jpg,more than 70,Female,White,False,-8.28,brown,1
8484.jpg,50-59,Male,Indian,False,25.43,tan,1
8485.jpg,10-19,Female,East Asian,True,-46.21,dark,1
8486.jpg,20-29,Male,Black,True,-62.56,dark,1
8487.jpg,40-49,Male,Latino_Hispanic,False,-0.36,brown,1
8488.jpg,30-39,Male,Indian,False,-42.2,dark,1
8489.jpg,20-29,Female,White,False,-90.0,dark,0
8490.jpg,30-39,Male,Middle Eastern,False,-90.0,dark,0
8491.jpg,10-19,Female,Indian,False,-25.88,brown,1
8492.jpg,20-29,Male,East Asian,False,22.71,tan,1
8493.jpg,30-39,Male,Indian,False,-17.51,brown,1
8494.jpg,30-39,Male,Middle Eastern,False,-60.0,dark,1
8495.jpg,30-39,Male,Southeast Asian,False,-43.54,dark,1
8496.jpg,50-59,Female,White,True,-56.22,dark,0
8497.jpg,10-19,Male,White,False,24.58,tan,1
8498.jpg,30-39,Female,Indian,True,-25.27,brown,1
8499.jpg,3-9,Male,Indian,False,-90.0,dark,0
8500.jpg,3-9,Male,Black,True,-54.65,dark,1
8501.jpg,60-69,Male,Indian,True,-23.59,brown,1
8502.jpg,30-39,Male,Middle Eastern,False,-43.56,dark,1
8503.jpg,40-49,Female,Latino_Hispanic,True,12.81,tan,1
8504.jpg,50-59,Male,White,False,13.14,tan,1
8505.jpg,30-39,Male,East Asian,False,12.89,tan,1
8506.jpg,20-29,Female,Indian,True,-17.22,brown,1
8507.jpg,40-49,Male,White,False,5.09,brown,1
8508.jpg,20-29,Female,Southeast Asian,True,0.7,brown,1
8509.jpg,20-29,Female,Middle Eastern,True,1.81,brown,1
8510.jpg,3-9,Male,Middle Eastern,False,-27.08,brown,1
8511.jpg,40-49,Female,Latino_Hispanic,False,-8.97,brown,1
8512.jpg,50-59,Male,White,False,22.79,tan,1
8513.jpg,20-29,Male,Indian,True,14.83,tan,1
8514.jpg,20-29,Female,Middle Eastern,True,-4.36,brown,1
8515.jpg,40-49,Female,White,True,21.75,tan,1
8516.jpg,30-39,Male,White,True,90.0,very_light,0
8517.jpg,20-29,Male,Latino_Hispanic,False,25.88,tan,1
8518.jpg,3-9,Female,Black,True,-31.42,dark,1
8519.jpg,20-29,Male,Black,False,-23.81,brown,1
8520.jpg,30-39,Male,Southeast Asian,False,-51.61,dark,1
8521.jpg,10-19,Female,Middle Eastern,True,18.1,tan,0
8522.jpg,40-49,Female,Latino_Hispanic,True,-114.17,dark,0
8523.jpg,30-39,Female,Latino_Hispanic,True,33.5,intermediate,1
8524.jpg,20-29,Female,Middle Eastern,True,-48.33,dark,1
8525.jpg,20-29,Female,Indian,True,-50.41,dark,1
8526.jpg,30-39,Female,Latino_Hispanic,False,22.57,tan,1
8527.jpg,50-59,Female,Latino_Hispanic,False,8.82,brown,1
8528.jpg,30-39,Male,East Asian,False,37.23,intermediate,1
8529.jpg,20-29,Female,East Asian,False,40.74,intermediate,1
8530.jpg,30-39,Female,White,False,-25.31,brown,1
8531.jpg,20-29,Female,Latino_Hispanic,True,56.04,very_light,1
8532.jpg,30-39,Female,Latino_Hispanic,False,-53.64,dark,1
8533.jpg,40-49,Male,Middle Eastern,False,-0.94,brown,1
8534.jpg,30-39,Female,Southeast Asian,True,-53.64,dark,1
8535.jpg,60-69,Male,White,False,-18.29,brown,1
8536.jpg,30-39,Female,Black,True,-76.62,dark,1
8537.jpg,40-49,Female,Latino_Hispanic,True,43.42,light,1
8538.jpg,30-39,Female,Indian,False,-25.98,brown,1
8539.jpg,40-49,Male,Latino_Hispanic,False,30.47,intermediate,1
8540.jpg,30-39,Female,White,False,65.86,very_light,1
8541.jpg,3-9,Male,Black,False,-20.95,brown,1
8542.jpg,30-39,Male,White,False,-12.12,brown,1
8543.jpg,40-49,Male,Indian,False,-38.82,dark,1
8544.jpg,40-49,Male,Latino_Hispanic,False,47.16,light,1
8545.jpg,20-29,Female,White,False,-28.95,brown,1
8546.jpg,3-9,Male,Black,False,-57.78,dark,1
8547.jpg,20-29,Male,East Asian,True,6.56,brown,1
8548.jpg,50-59,Male,Middle Eastern,True,-24.58,brown,1
8549.jpg,30-39,Male,Latino_Hispanic,True,119.4,very_light,0
8550.jpg,30-39,Male,Black,True,-19.77,brown,1
8551.jpg,3-9,Male,East Asian,False,24.22,tan,1
8552.jpg,3-9,Male,Indian,True,-32.29,dark,1
8553.jpg,20-29,Female,Southeast Asian,False,14.74,tan,1
8554.jpg,50-59,Male,Latino_Hispanic,False,-27.24,brown,1
8555.jpg,10-19,Female,White,False,15.74,tan,1
8556.jpg,40-49,Male,Middle Eastern,False,-65.25,dark,1
8557.jpg,20-29,Male,Indian,True,-51.5,dark,1
8558.jpg,50-59,Male,White,True,-47.04,dark,1
8559.jpg,20-29,Female,Black,True,-74.88,dark,1
8560.jpg,20-29,Female,East Asian,False,-31.12,dark,1
8561.jpg,30-39,Male,Indian,False,-78.85,dark,1
8562.jpg,3-9,Male,East Asian,True,58.02,very_light,1
8563.jpg,40-49,Male,Middle Eastern,False,-57.3,dark,1
8564.jpg,3-9,Female,Latino_Hispanic,False,-31.59,dark,1
8565.jpg,20-29,Female,White,True,-46.02,dark,1
8566.jpg,3-9,Male,Latino_Hispanic,False,52.15,light,1
8567.jpg,20-29,Female,Indian,False,-27.5,brown,1
8568.jpg,10-19,Male,White,True,-79.85,dark,1
8569.jpg,20-29,Male,Indian,False,-48.32,dark,1
8570.jpg,more than 70,Female,Indian,False,-49.87,dark,1
8571.jpg,40-49,Male,Latino_Hispanic,False,0.66,brown,1
8572.jpg,3-9,Female,Southeast Asian,False,-2.44,brown,1
8573.jpg,3-9,Male,Indian,True,-90.0,dark,0
8574.jpg,40-49,Female,Latino_Hispanic,True,0.35,brown,1
8575.jpg,30-39,Female,White,False,72.92,very_light,1
8576.jpg,50-59,Male,Middle Eastern,False,30.84,intermediate,1
8577.jpg,30-39,Female,White,True,-44.07,dark,1
8578.jpg,30-39,Male,Latino_Hispanic,False,-22.67,brown,1
8579.jpg,30-39,Male,White,False,-39.09,dark,1
8580.jpg,10-19,Male,Indian,False,-55.46,dark,1
8581.jpg,30-39,Male,East Asian,False,18.94,tan,1
8582.jpg,20-29,Female,Indian,True,12.89,tan,1
8583.jpg,40-49,Male,Middle Eastern,True,45.19,light,1
8584.jpg,20-29,Female,Indian,True,-25.7,brown,1
8585.jpg,30-39,Male,Middle Eastern,True,2.12,brown,1
8586.jpg,40-49,Female,White,False,8.48,brown,1
8587.jpg,20-29,Female,White,False,-85.8,dark,1
8588.jpg,3-9,Male,Middle Eastern,True,-72.75,dark,1
8589.jpg,0-2,Male,East Asian,False,-39.99,dark,1
8590.jpg,20-29,Male,White,True,-38.75,dark,1
8591.jpg,20-29,Male,Middle Eastern,True,-7.97,brown,1
